location,id,title,expires,branch,tenure,agcy_name,org_name,pborg_seq,pborg_managed_by,org_order,name_of_incumbent,type_of_appt,pay_plan,pay,pb_order
"Washington, DC",442,Deputy Under Secretary,,Executive,,Department of Commerce,Bureau of Industry and Security,4860,4965,140,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,10
"Lome, Togo",4420,"Chief of Mission, Togolese Republic",,Executive,,Department of State,Office of the Under Secretary for Political Affairs,5503,5487,290,Robert E. Whitehead,Presidential Appointment with Senate Confirmation(PAS),Foreign Service Chiefs of Mission(FA),,1125
"Port of Spain, Trinidad and Tobago",4421,"Chief of Mission, Republic of Trinidad and Tobago",,Executive,,Department of State,Office of the Under Secretary for Political Affairs,5503,5487,290,Beatrice Wilkinson Welters,Presidential Appointment with Senate Confirmation(PAS),Foreign Service Chiefs of Mission(FA),,1130
"Tunis, Tunisia",4422,"Chief of Mission, Republic of Tunisia",,Executive,,Department of State,Office of the Under Secretary for Political Affairs,5503,5487,290,Gordon Gray,Presidential Appointment with Senate Confirmation(PAS),Foreign Service Chiefs of Mission(FA),,1135
"Ankara, Turkey",4423,"Chief of Mission, Republic of Turkey",,Executive,,Department of State,Office of the Under Secretary for Political Affairs,5503,5487,290,"Francis Joseph Ricciardone, Jr.",Presidential Appointment with Senate Confirmation(PAS),Foreign Service Chiefs of Mission(FA),,1140
"Ashgabat, Turkmenistan",4424,"Chief of Mission, Turkmenistan",,Executive,,Department of State,Office of the Under Secretary for Political Affairs,5503,5487,290,Robert Patterson,Presidential Appointment with Senate Confirmation(PAS),Foreign Service Chiefs of Mission(FA),,1145
"Kampala, Uganda",4425,"Chief of Mission, Republic of Uganda",,Executive,,Department of State,Office of the Under Secretary for Political Affairs,5503,5487,290,Jerry P. Lanier,Presidential Appointment with Senate Confirmation(PAS),Foreign Service Chiefs of Mission(FA),,1150
"Kyiv, Ukraine",4426,"Chief of Mission, Ukraine",,Executive,,Department of State,Office of the Under Secretary for Political Affairs,5503,5487,290,John F. Tefft,Presidential Appointment with Senate Confirmation(PAS),Foreign Service Chiefs of Mission(FA),,1155
"Abu Dhabi, United Arab Emirates",4427,"Chief of Mission, United Arab Emirates",,Executive,,Department of State,Office of the Under Secretary for Political Affairs,5503,5487,290,Michael H. Corbin,Presidential Appointment with Senate Confirmation(PAS),Foreign Service Chiefs of Mission(FA),,1160
"London, United Kingdom",4428,"Chief of Mission, United Kingdom of Great Britain and Northern Ireland",,Executive,,Department of State,Office of the Under Secretary for Political Affairs,5503,5487,290,Louis B. Susman,Presidential Appointment with Senate Confirmation(PAS),Foreign Service Chiefs of Mission(FA),,1165
"Montevideo, Uruguay",4429,"Chief of Mission, Oriental Republic of Uruguay",,Executive,,Department of State,Office of the Under Secretary for Political Affairs,5503,5487,290,Julissa Reynoso,Presidential Appointment with Senate Confirmation(PAS),Foreign Service Chiefs of Mission(FA),,1170
"Washington, DC",443,Chief of Staff for BIS,,Executive,,Department of Commerce,Bureau of Industry and Security,4860,4965,140,Sharon Yanagi,Schedule C Excepted Appointment(SC),General Schedule(GS),15,15
"Tashkent, Uzbekistan",4430,"Chief of Mission, Republic of Uzbekistan",,Executive,,Department of State,Office of the Under Secretary for Political Affairs,5503,5487,290,George Albert Krol,Presidential Appointment with Senate Confirmation(PAS),Foreign Service Chiefs of Mission(FA),,1175
"Caracas, Venezuela",4431,"Chief of Mission, Bolivarian Republic of Venezuela",,Executive,,Department of State,Office of the Under Secretary for Political Affairs,5503,5487,290,Vacant,Presidential Appointment with Senate Confirmation(PAS),Foreign Service Chiefs of Mission(FA),,1180
"Hanoi, Vietnam",4432,"Chief of Mission, Socialist Republic of Vietnam",,Executive,,Department of State,Office of the Under Secretary for Political Affairs,5503,5487,290,David Bruce Shear,Presidential Appointment with Senate Confirmation(PAS),Foreign Service Chiefs of Mission(FA),,1185
"San'A, Yemen",4433,"Chief of Mission, Republic of Yemen",,Executive,,Department of State,Office of the Under Secretary for Political Affairs,5503,5487,290,Gerald M. Feierstein,Presidential Appointment with Senate Confirmation(PAS),Foreign Service Chiefs of Mission(FA),,1190
"Lusaka, Zambia",4434,"Chief of Mission, Republic of Zambia",,Executive,,Department of State,Office of the Under Secretary for Political Affairs,5503,5487,290,Mark Charles Storella,Presidential Appointment with Senate Confirmation(PAS),Foreign Service Chiefs of Mission(FA),,1195
"Harare, Zimbabwe",4435,"Chief of Mission, Republic of Zimbabwe",,Executive,,Department of State,Office of the Under Secretary for Political Affairs,5503,5487,290,Charles Aaron Ray,Presidential Appointment with Senate Confirmation(PAS),Foreign Service Chiefs of Mission(FA),,1200
"Washington, DC",4436,Under Secretary,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Patrick F. Kennedy,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),III,5
"Washington, DC",4437,Senior Advisor,7/17/2013,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Shireen L. Dodson,Limited Term Appointment(TA),Senior Executive Service(ES),,10
"Washington, DC",4438,White House Liaison,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Heather Faye Samuelson,Schedule C Excepted Appointment(SC),General Schedule(GS),14,15
"Washington, DC",4439,Staff Assistant,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Kelly Mehlenbacher,Schedule C Excepted Appointment(SC),General Schedule(GS),11,20
"Washington, DC",444,Director of Congressional and Public Affairs,,Executive,,Department of Commerce,Bureau of Industry and Security,4860,4965,140,Charles Kinney,Schedule C Excepted Appointment(SC),General Schedule(GS),15,20
"Washington, DC",4440,Managing Director,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Vacant,,Senior Executive Service(ES),,21
"Washington, DC",4441,Assistant Secretary for Administration,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Joyce A. Barr,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,25
"Washington, DC",4442,Deputy Assistant Secretary for Operations,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Vacant,,Senior Executive Service(ES),,30
"Washington, DC",4443,Deputy Assistant Secretary for Global Information Services,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,35
"Washington, DC",4444,Senior Advisor for Privacy Policy,1/2/2013,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Charlene W. Thomas,Limited Term Appointment(TA),Senior Executive Service(ES),,40
"Washington, DC",4445,"Office Director, Office of Language Services",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,45
"Washington, DC",4446,"Office Director, Office of Logistics Operations",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,50
"Washington, DC",4447,"Office Director, Office of Program Management and Policy",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,55
"Washington, DC",4448,"Office Director, Office of Information Programs and Services",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,60
"Washington, DC",4449,Executive Director,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Vacant,,Senior Executive Service(ES),,65
"Washington, DC",445,Senior Advisor,,Executive,,Department of Commerce,Bureau of Industry and Security,4860,4965,140,Daniel Meza,Schedule C Excepted Appointment(SC),General Schedule(GS),14,25
"Washington, DC",4450,Procurement Executive,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,70
"Washington, DC",4451,Education Program Administrator,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,75
"Washington, DC",4452,Assistant Secretary for Consular Affairs,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Janice Lee Jacobs,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,80
"Washington, DC",4453,Deputy Assistant Secretary for Passport Services,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,85
"Washington, DC",4454,"Managing Director, Passport Services",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,90
"Washington, DC",4455,"Managing Director, Passport Support Services",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,95
"Washington, DC",4456,"Managing Director, Overseas Citizens Services",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,100
"Washington, DC",4457,"Office Director, Office of Legislation, Regulations, and Advisory Assistance",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,105
"Washington, DC",4458,Comptroller,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,110
"Washington, DC",4459,Staff Assistant,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Luz Mendez,Schedule C Excepted Appointment(SC),General Schedule(GS),12,115
"Washington, DC",446,Special Assistant,,Executive,,Department of Commerce,Bureau of Industry and Security,4860,4965,140,Samir Jammal,Schedule C Excepted Appointment(SC),General Schedule(GS),13,30
"Washington, DC",4460,Assistant Secretary for Diplomatic Security,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Eric J. Boswell,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,120
"Washington, DC",4461,Executive Director,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,125
"Washington, DC",4462,"Director, Office of Foreign Missions",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Eric J. Boswell,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,130
"Washington, DC",4463,Office Director,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,135
"Washington, DC",4464,"Director, Foreign Service Institute",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,140
"Washington, DC",4465,Associate Director for Management,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,145
"Washington, DC",4466,"Office Director, Education Programs",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,150
"Washington, DC",4467,Associate Dean,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,155
"Washington, DC",4468,Associate Dean,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,160
"Washington, DC",4469,Associate Dean,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,165
"Washington, DC",447,Assistant Secretary for Export Administration,,Executive,,Department of Commerce,Bureau of Industry and Security,4860,4965,140,Kevin J. Wolf,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,35
"Washington, DC",4470,Associate Dean,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,170
"Washington, DC",4471,Chief Financial Officer,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Patrick F. Kennedy,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,175
"Washington, DC",4472,Deputy Chief Financial Officer,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,180
"Washington, DC",4473,Deputy Assistant Secretary for Budget and Planning,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,185
"Charleston, SC",4474,Deputy Assistant Secretary for Global Financial Services,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,190
"Charleston, SC",4475,"Managing Director, Global Financial Operations Directorate",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,195
"Charleston, SC",4476,"Managing Director, Global Compensation",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,200
"Washington, DC",4477,"Managing Director, Global Financial Management Systems Directorate",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,205
"Washington, DC",4478,Executive Director,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,210
"Washington, DC",4479,Office Director,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,215
"Washington, DC",448,Deputy Assistant Secretary,,Executive,,Department of Commerce,Bureau of Industry and Security,4860,4965,140,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,40
"Washington, DC",4480,"Office Director, Office of Budget Operations",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,220
"Washington, DC",4481,"Office Director, Office of Resource Planning and Budget Information",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,225
"Washington, DC",4482,Director General of the Foreign Service Director of Human Resources,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Linda Thomas-Greenfield,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,230
"Washington, DC",4483,"Office Director, Office of Shared Services",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,235
"Washington, DC",4484,Deputy Assistant Secretary,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,240
"Washington, DC",4485,Deputy Assistant Secretary,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,245
"Washington, DC",4486,Executive Director,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,250
"Washington, DC",4487,"Director, Grievance Staff",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,255
"Washington, DC",4488,Deputy Chief Information Officer,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Vacant,,Senior Executive Service(ES),,260
"Washington, DC",4489,Senior Advisor,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,265
"Washington, DC",449,"Director, Office of Nonproliferation and Treaty Compliance",,Executive,,Department of Commerce,Bureau of Industry and Security,4860,4965,140,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,45
"Washington, DC",4490,"Director, Systems Integration Office",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,270
"Washington, DC",4491,"Office Director, Project Services Office",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,275
"Washington, DC",4492,"Office Director, Enterprise Architecture and Planning",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,280
"Washington, DC",4493,"Office Director, Messaging Systems Office",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,285
"Washington, DC",4494,"Office Director, Enterprise Network Management",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Vacant,,Senior Executive Service(ES),,290
"Washington, DC",4495,Special Advisor,,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Bryan M. Pagliano,Schedule C Excepted Appointment(SC),General Schedule(GS),15,295
"Washington, DC",4496,"Director, Overseas Building Operations",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Lydia J. Muniz,Noncareer Appointment(NA),Senior Executive Service(ES),,300
"Washington, DC",4497,"Deputy Director, Resource Management",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,305
"Washington, DC",4498,"Office Director, Office of Design and Engineering",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,310
"Washington, DC",4499,"Managing Director, Program Development, Coordination and Support",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,315
"Washington, DC",45,"Associate Chief Information Officer, Technology Planning, Architecture and E-Government",,Executive,,Department of Agriculture,Office of the Chief Information Officer,6745,6752,40,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,40
"Washington, DC",450,"Director, Office of Exporter Services",,Executive,,Department of Commerce,Bureau of Industry and Security,4860,4965,140,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,50
"Washington, DC",4500,"Office Director, Special Projects Coordination Division",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,320
"Washington, DC",4501,"Director, Art in Embassies Program",,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Beth Ellen Dozoretz,Schedule C Excepted Appointment(SC),General Schedule(GS),15,325
"Chicago, IL",4502,Senior Coordinator for the G8 and NATO Summits,6/30/2012,Executive,,Department of State,Office of the Under Secretary for Management,5507,5487,300,Carrie S. Devine,Limited Term Appointment(TA),Senior Executive Service(ES),,330
"Washington, DC",4503,Under Secretary for Arms Control and Security Affairs,,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Vacant,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),III,5
"Washington, DC",4504,Senior Advisor,,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,10
"Washington, DC",4505,Special Assistant,,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Jonathan E. Kaplan,Schedule C Excepted Appointment(SC),General Schedule(GS),13,15
"Washington, DC",4506,Staff Assistant,,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Peter B. Crail,Schedule C Excepted Appointment(SC),General Schedule(GS),12,20
"Washington, DC",4507,"Assistant Secretary for Arms Control, Verification, and Compliance",,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Rose E. Gottemoeller,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,25
"Washington, DC",4508,Principal Deputy Assistant Secretary,,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Vacant,,Senior Executive Service(ES),,30
"Washington, DC",4509,Deputy Assistant Secretary,,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Frank A. Rose,Noncareer Appointment(NA),Senior Executive Service(ES),,35
"Washington, DC",451,"Director, Office of National  Security and Technology Transfer Controls",,Executive,,Department of Commerce,Bureau of Industry and Security,4860,4965,140,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,55
"Washington, DC",4510,Managing Director,,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,40
"Washington, DC",4511,"Office Director, Office of Chemical and Biological Weapons Affairs",,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,45
"Washington, DC",4512,"Office Director, Office of Strategic Affairs",,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,50
"Washington, DC",4513,"Office Director, Office of Verification and Transparency Technology",,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,55
"Washington, DC",4514,"Office Director, Office of Multilateral and Nuclear Affairs",,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,60
"Washington, DC",4515,"Director, Office of Euro-Atlantic Security Affairs",,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,65
"Washington, DC",4516,Public Affairs Specialist,,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Alexandra F. Bell,Schedule C Excepted Appointment(SC),General Schedule(GS),12,70
"Washington, DC",4517,Public Affairs Specialist,,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Jamie Mannina,Schedule C Excepted Appointment(SC),General Schedule(GS),11,75
"Washington, DC",4518,Assistant Secretary for International Security and Nonproliferation Affairs,,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Thomas More Countryman,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,80
"Washington, DC",4519,Principal Deputy Assistant Secretary,,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Vacant,,Senior Executive Service(ES),,85
"Washington, DC",452,"Director, Office of Strategic Industries and Economic Security",,Executive,,Department of Commerce,Bureau of Industry and Security,4860,4965,140,Vacant,,Senior Executive Service(ES),,60
"Washington, DC",4520,Special Representative of the President for Nuclear Non-Proliferation With the Rank of Ambassador,,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Susan Burk,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,90
"Washington, DC",4521,"Coordinator for Threat Reduction Programs, with the Rank  of Ambassador",,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Bonnie Denise Jenkins,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),,95
"Washington, DC",4522,Deputy Assistant Secretary,,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Simon G. Limage,Noncareer Appointment(NA),Senior Executive Service(ES),,100
"Washington, DC",4523,Senior Advisor,,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Atman M. Trivedi,Schedule C Excepted Appointment(SC),General Schedule(GS),15,105
"Washington, DC",4524,Special Adviser,,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Robert J. Einhorn,Noncareer Appointment(NA),Senior Executive Service(ES),,110
"Washington, DC",4525,Executive Director,,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Vacant,,Senior Executive Service(ES),,115
"Washington, DC",4526,"Office Director, Office of Nuclear Energy, Safety, and Security",,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,120
"Washington, DC",4527,Office Director,,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,125
"Washington, DC",4528,"Office Director, Office of Conventional Arms Threat Reduction",,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,130
"Washington, DC",4529,"Office Director, Office of Counterproliferation Initiatives",,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,135
"Washington, DC",453,Senior Advisor,,Executive,,Department of Commerce,Bureau of Industry and Security,4860,4965,140,Steven Emme,Schedule C Excepted Appointment(SC),General Schedule(GS),15,65
"Washington, DC",4530,"Office Director, Office of Regional Affairs",,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,140
"Washington, DC",4531,"Office Director, Office of Missile, Biological and Chemical Nonproliferation",,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,145
"Washington, DC",4532,Assistant Secretary for Political-Military Affairs,,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Andrew J. Shapiro,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,150
"Washington, DC",4533,"Deputy Assistant Secretary for Plans, Programs, and Operations",,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Vacant,,Senior Executive Service(ES),,155
"Washington, DC",4534,Deputy Assistant Secretary for Defense Trade and Regional Security,,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Vacant,,Senior Executive Service(ES),,160
"Washington, DC",4535,Political Advisor,,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,165
"Washington, DC",4536,"Office Director, Office of Plans, Policy and Analysis",,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,170
"Washington, DC",4537,"Office Director, Office of Weapons Removal and Abatement",,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,175
"Washington, DC",4538,Staff Assistant,,Executive,,Department of State,Office of the Under Secretary for Arms Control and International Security Affairs,5488,5487,310,Julia Reed,Schedule C Excepted Appointment(SC),General Schedule(GS),11,180
"Washington, DC",4539,Under Secretary,,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Robert D. Hormats,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),III,5
"Washington, DC",454,Assistant Secretary for Export Enforcement,,Executive,,Department of Commerce,Bureau of Industry and Security,4860,4965,140,David W. Mills,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,70
"Washington, DC",4540,Special Coordinator,,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,10
"Washington, DC",4541,Chief Economist,,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Heidi Crebo-Rediker,Noncareer Appointment(NA),Senior Executive Service(ES),,15
