title,expires,branch,agcy_name,org_name,pborg_seq,pborg_managed_by,org_order,name_of_incumbent,tenure,type_of_appt,pay_plan,pay,pb_order,location,id
"Superintendent, Emergency Management Institute",,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,180,"Emmitsburg, MD",5214
"Assistant Administrator, Federal Insurance and Mitigation Administration",,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,Vacant,,,Senior Executive Service(ES),,185,"Washington, DC",5215
"Administrator, United States Fire Administration",,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,Ernest Mitchell Jr.,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,190,"Washington, DC",5216
"Deputy Assistant Administrator, U.S. Fire Administration",,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,195,"Emmitsburg, MD",5217
"Superintendent, National Fire Academy",,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,Vacant,,,Senior Executive Service(ES),,200,"Emmitsburg, MD",5218
"Regional Administrator, Region I (Boston)",,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,Vacant,,,Senior Executive Service(ES),,205,"Boston, MA",5219
Chairman,,Executive,FARM CREDIT ADMINISTRATION,OFFICE OF THE BOARD,39326,39325,1,Kenneth A. Spearman,6 Years,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),III,5,"McLean, VA",522
"Regional Administrator, Region II (New York)",,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,Jerome Hatfield,,Noncareer Appointment(NA),Senior Executive Service(ES),,210,"New York New York, NY",5220
"Regional Director, Region III (Philadelphia)",,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,215,"Philadelphia, PA",5221
"Regional Director, Region IV (Atlanta)",,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,220,"Atlanta, GA",5222
"Regional Administrator, Region V (Chicago)",,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,Andrew Velasquez III,,Noncareer Appointment(NA),Senior Executive Service(ES),,225,"Chicago, IL",5223
"Regional Administrator, Region VI (Dallas)",,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,230,"Dallas, TX",5224
"Regional Administrator, Region VII (Kansas City)",,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,Beth A. Freeman,,Noncareer Appointment(NA),Senior Executive Service(ES),,235,"Kansas City, MO",5225
"Regional Administrator, Region VIII (Denver)",,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,Vacant,,,Senior Executive Service(ES),,240,"Denver, CO",5226
"Regional Director, Region IX (San Francisco)",,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,245,"San Francisco, CA",5227
"Regional Administrator, Region X (Seattle)",,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,Kenneth D. Murphy,,Noncareer Appointment(NA),Senior Executive Service(ES),,250,"Seattle, WA",5228
Counselor to the Administrator,,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,Michael George,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,255,"Washington, DC",5229
Member of the Board,10/13/2018,Executive,FARM CREDIT ADMINISTRATION,OFFICE OF THE BOARD,39326,39325,1,Jeffrey S. Hall,6 Years,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,10,"McLean, VA",523
Director of Legislative Affairs,,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,Aaron J. Davis,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,260,"Washington, DC",5230
Deputy Director of the Center for Faith Based and Community Initiatives,,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,Jannah G. Scott,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,265,"Washington, DC",5231
Senior Advisor to the Associate Administrator,,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,Kristin E. Robinson,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,270,"Washington, DC",5232
Director of Intergovernmental Affairs,,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,Nicole K. Mlade,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,275,"Washington, DC",5233
Director of Public Affairs,,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,Rafael E. Lemaitre,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,280,"Washington, DC",5234
Special Assistant,,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,A. Kazimir Brown,,Schedule C Excepted Appointment(SC),General Schedule(GS),12,285,"Washington, DC",5235
Special Assistant,,Executive,DEPARTMENT OF HOMELAND SECURITY,FEDERAL EMERGENCY MANAGEMENT AGENCY,37511,37514,290,Suzie Oh,,Schedule C Excepted Appointment(SC),General Schedule(GS),9,290,"Washington, DC",5236
"Assistant Secretary, Transportation Security Administration",,Executive,DEPARTMENT OF HOMELAND SECURITY,TRANSPORTATION SECURITY ADMINISTRATION,37513,37514,400,Peter V. Neffenger,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5,"Arlington, VA",5237
Senior Counselor to the Administrator,,Executive,DEPARTMENT OF HOMELAND SECURITY,TRANSPORTATION SECURITY ADMINISTRATION,37513,37514,400,Thomas C. McDaniels Jr.,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,10,"Arlington, VA",5238
Senior Advisor for Communications,,Executive,DEPARTMENT OF HOMELAND SECURITY,TRANSPORTATION SECURITY ADMINISTRATION,37513,37514,400,C. Scott Shepard,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,15,"Arlington, VA",5239
Member of the Board,5/21/2020,Executive,FARM CREDIT ADMINISTRATION,OFFICE OF THE BOARD,39326,39325,1,Dallas P Tonsager,6 Years,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,15,"McLean, VA",524
Chief of Staff,,Executive,DEPARTMENT OF HOMELAND SECURITY,TRANSPORTATION SECURITY ADMINISTRATION,37513,37514,400,Alan R. Metzler,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,20,"Arlington, VA",5240
Assistant Administrator of Legislative Affairs,,Executive,DEPARTMENT OF HOMELAND SECURITY,TRANSPORTATION SECURITY ADMINISTRATION,37513,37514,400,Brian B. Turbyfill,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,25,"Arlington, VA",5241
Assistant Administrator for Public Relations and External Communications,,Executive,DEPARTMENT OF HOMELAND SECURITY,TRANSPORTATION SECURITY ADMINISTRATION,37513,37514,400,Richard Ades,,Appointment Excepted by Statute(XS),Other Pay Plan* (all those not listed separately)(OT),,30,"Arlington, VA",5242
Senior Advisor,,Executive,DEPARTMENT OF HOMELAND SECURITY,TRANSPORTATION SECURITY ADMINISTRATION,37513,37514,400,Mohamad V. Mirghahari,,Schedule C Excepted Appointment(SC),Other Pay Plan* (all those not listed separately)(OT),,35,"Arlington, VA",5243
Inspector General,,Executive,DEPARTMENT OF HOMELAND SECURITY OFFICE OF THE INSPECTOR GENERAL,DEPARTMENT OF HOMELAND SECURITY OFFICE OF THE INSPECTOR GENERAL,39995,-1,1,John R. Roth,,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),"$172,960 ",5,"Washington, DC",5244
Whistleblower Protection Ombuds,,Executive,DEPARTMENT OF HOMELAND SECURITY OFFICE OF THE INSPECTOR GENERAL,DEPARTMENT OF HOMELAND SECURITY OFFICE OF THE INSPECTOR GENERAL,39995,-1,1,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,10,"Washington, DC",5245
International Senior Advisor,,Executive,DEPARTMENT OF HOMELAND SECURITY OFFICE OF THE INSPECTOR GENERAL,DEPARTMENT OF HOMELAND SECURITY OFFICE OF THE INSPECTOR GENERAL,39995,-1,1,Vacant,,,Senior Executive Service(ES),,15,"Washington, DC",5246
"Secretary, Housing and Urban Development",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,OFFICE OF THE SECRETARY,38918,38899,10,Julian Castro,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),I,5,"Washington, DC",5247
Executive Operations Officer,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,OFFICE OF THE SECRETARY,38918,38899,10,Vacant,,,Senior Executive Service(ES),,10,"Washington, DC",5248
Chief of Staff,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,OFFICE OF THE SECRETARY,38918,38899,10,Jennifer N. Parker,,Noncareer Appointment(NA),Senior Executive Service(ES),,15,"Washington, DC",5249
Executive Assistant to the Chairman,,Executive,FARM CREDIT ADMINISTRATION,OFFICE OF THE BOARD,39326,39325,1,James R. Middleton,,Schedule C Excepted Appointment(SC),Farm Credit Administration Pay Plan(VH),"$241,792 ",20,"McLean, VA",525
Senior Advisor for Housing and Services,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,OFFICE OF THE SECRETARY,38918,38899,10,Jennifer L. Ho,,Noncareer Appointment(NA),Senior Executive Service(ES),,20,"Washington, DC",5250
Deputy Chief of Staff for Policy and Programs,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,OFFICE OF THE SECRETARY,38918,38899,10,Vacant,,,Senior Executive Service(ES),,25,"Washington, DC",5251
Deputy Chief of Staff,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,OFFICE OF THE SECRETARY,38918,38899,10,Francisca A. Gonzalez,,Noncareer Appointment(NA),Senior Executive Service(ES),,30,"Washington, DC",5252
Senior Advisor for Infrastructure Resilience,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,OFFICE OF THE SECRETARY,38918,38899,10,Vacant,,,Senior Executive Service(ES),,35,"Washington, DC",5253
Senior Policy Advisor,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,OFFICE OF THE SECRETARY,38918,38899,10,Sarah Elizabeth Hunter,,Schedule C Excepted Appointment(SC),General Schedule(GS),14,40,"Washington, DC",5254
White House Liaison,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,OFFICE OF THE SECRETARY,38918,38899,10,Karen Andre',,Schedule C Excepted Appointment(SC),General Schedule(GS),15,45,"Washington, DC",5255
Executive Assistant to the Secretary,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,OFFICE OF THE SECRETARY,38918,38899,10,Lani C. Esparza,,Schedule C Excepted Appointment(SC),General Schedule(GS),12,50,"Washington, DC",5256
Deputy White House Liaison,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,OFFICE OF THE SECRETARY,38918,38899,10,Ashwani K. Jain,,Schedule C Excepted Appointment(SC),General Schedule(GS),11,55,"Washington, DC",5257
Senior Policy Advisor,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,OFFICE OF THE SECRETARY,38918,38899,10,Robert F. Greenblum,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,60,"Washington, DC",5258
Special Advisor,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,OFFICE OF THE SECRETARY,38918,38899,10,Gregory L. Schuelke,,Schedule C Excepted Appointment(SC),General Schedule(GS),12,65,"Washington, DC",5259
"Director, Office of Congressional and Public Affairs",,Executive,FARM CREDIT ADMINISTRATION,OFFICE OF THE CHIEF EXECUTIVE OFFICER,39320,39325,2,Michael A. Stokke,,Schedule C Excepted Appointment(SC),Farm Credit Administration Pay Plan(VH),"$245,677 ",5,"McLean, VA",526
Special Assistant and Briefing Book Coordinator,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,OFFICE OF THE SECRETARY,38918,38899,10,Sawyer A. Hackett,,Schedule C Excepted Appointment(SC),General Schedule(GS),9,70,"Washington, DC",5260
Senior Policy Advisor,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,OFFICE OF THE SECRETARY,38918,38899,10,Maya R. Rupert,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,75,"Washington, DC",5261
Senior Policy Advisor,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,OFFICE OF THE SECRETARY,38918,38899,10,Jennifer Jones,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,120,"Washington, DC",5262
"Deputy Secretary, Housing and Urban Development",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of the Deputy Secretary,38900,38918,21,Nani Ann Coloretti,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),II,5,"Washington, DC",5263
Chief Operations Officer,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of the Deputy Secretary,38900,38918,21,Laura H. Hogshead,,Noncareer Appointment(NA),Senior Executive Service(ES),,10,"Washington, DC",5264
"Director, Office of Small and Disadvantage Business Utilization",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of the Deputy Secretary,38900,38918,21,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,15,"Washington, DC",5265
Special Assistant to the Deputy Secretary,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of the Deputy Secretary,38900,38918,21,Courtney B. Taylor,,Schedule C Excepted Appointment(SC),General Schedule(GS),9,20,"Washington, DC",5266
Special Assistant,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of the Deputy Secretary,38900,38918,21,Casimir A. Peters,,Schedule C Excepted Appointment(SC),General Schedule(GS),12,25,"Washington, DC",5267
Assistant Secretary for Administration/Chief Human Capital Officer,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of the Administration,38903,38918,30,Vacant,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5,"Washington, DC",5268
Chief Administrative Officer,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of the Administration,38903,38918,30,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,10,"Washington, DC",5269
Associate Director for Congressional Affairs,,Executive,FARM CREDIT ADMINISTRATION,OFFICE OF CONGRESSIONAL AND PUBLIC AFFAIRS,40306,39325,40,William A. Meaux,,Schedule C Excepted Appointment(SC),Farm Credit Administration Pay Plan(VH),"$170,133 ",1,"McLean, VA",527
"Associate, General Deputy Assistant Secretary/Deputy Chief Human Capital Officer",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of the Administration,38903,38918,30,Vacant,,,Senior Executive Service(ES),,15,"Washington, DC",5270
Chief Performance Officer,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of the Administration,38903,38918,30,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,20,"Washington, DC",5271
"Director, Executive Secretariat",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of the Administration,38903,38918,30,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,25,"Washington, DC",5272
Chief Human Capital Officer,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of the Administration,38903,38918,30,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,30,"Washington, DC",5273
Advance Coordinator,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of the Administration,38903,38918,30,Miranda Dixon,,Schedule C Excepted Appointment(SC),General Schedule(GS),12,35,"Washington, DC",5274
Director of Advance,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of the Administration,38903,38918,30,Jason R L Wallace,,Schedule C Excepted Appointment(SC),General Schedule(GS),13,40,"Washington, DC",5275
Director of Scheduling,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of the Administration,38903,38918,30,Stacie C. Weber,,Schedule C Excepted Appointment(SC),General Schedule(GS),13,45,"Washington, DC",5276
"Director, Office of Executive Scheduling and Operations",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of the Administration,38903,38918,30,Melissa S. Bruns Bonine,,Schedule C Excepted Appointment(SC),General Schedule(GS),14,50,"Washington, DC",5277
Chief Information Officer,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of the Chief Information Officer,38898,38918,40,Rafael C. Diaz,,Noncareer Appointment(NA),Senior Executive Service(ES),,5,"Washington, DC",5278
Assistant Secretary for Community Planning and Development,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Community Planning and Development,38908,38918,50,Vacant,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5,"Washington, DC",5279
Chairman,,Executive,FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE CHAIRMAN,39310,39301,10,Thomas E. Wheeler,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),III,5,"Washington, DC",528
Principal Deputy Assistant Secretary for Community Planning and Development,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Community Planning and Development,38908,38918,50,Harriet H. Tregoning,,Noncareer Appointment(NA),Senior Executive Service(ES),,10,"Washington, DC",5280
"Director, Office of Sustainable Housing and Communities",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Community Planning and Development,38908,38918,50,Vacant,,,Senior Executive Service(ES),,15,"Washington, DC",5281
General Deputy Assistant Secretary for Community Planning and Development,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Community Planning and Development,38908,38918,50,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,20,"Washington, DC",5282
Deputy Assistant Secretary for Economic Development,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Community Planning and Development,38908,38918,50,Valerie G. Piper,,Noncareer Appointment(NA),Senior Executive Service(ES),,25,"Washington, DC",5283
Deputy Assistant Secretary for Grant Programs,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Community Planning and Development,38908,38918,50,Marion M. McFadden,,Noncareer Appointment(NA),Senior Executive Service(ES),,30,"Washington, DC",5284
Senior Advisor to the Assistant Secretary for Community Planning and Development,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Community Planning and Development,38908,38918,50,Vacant,,,Senior Executive Service(ES),,35,"Washington, DC",5285
Deputy Assistant Secretary for Operations,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Community Planning and Development,38908,38918,50,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,40,"Washington, DC",5286
"Director, Office of Block Grant Assistance",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Community Planning and Development,38908,38918,50,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,45,"Washington, DC",5287
"Director, Office of Technical Assistance and Management",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Community Planning and Development,38908,38918,50,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,50,"Washington, DC",5288
Assistant Secretary for Congressional and Intergovernmental Relations,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Congressional and Intergovernmental Relations,38921,38918,60,Erika Lizabeth Moritsugu,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5,"Washington, DC",5289
Commissioner,,Executive,FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE CHAIRMAN,39310,39301,10,Mignon L. Clyburn,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,10,"Washington, DC",529
General Deputy Assistant Secretary for Congressional and Intergovernmental Relations,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Congressional and Intergovernmental Relations,38921,38918,60,Dominique McCoy,,Noncareer Appointment(NA),Senior Executive Service(ES),,10,"Washington, DC",5290
Congressional Relations Specialist,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Congressional and Intergovernmental Relations,38921,38918,60,Elizabeth L. Songvilay,,Schedule C Excepted Appointment(SC),General Schedule(GS),13,15,"Washington, DC",5291
Senior Advisor,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Congressional and Intergovernmental Relations,38921,38918,60,Richard A. Reffett,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,20,"Washington, DC",5292
Deputy Assistant Secretary for Legislative Affairs,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Congressional and Intergovernmental Relations,38921,38918,60,Lelaine V. Bigelow,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,25,"Washington, DC",5293
Advisor to Intergovernmental Relations,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Congressional and Intergovernmental Relations,38921,38918,60,Thamar E. Harrigan,,Schedule C Excepted Appointment(SC),General Schedule(GS),13,30,"Washington, DC",5294
Deputy Assistant Secretary for Congressional Relations,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Congressional and Intergovernmental Relations,38921,38918,60,Bernard Fulton,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,35,"Washington, DC",5295
Deputy Assistant Secretary for Intergovernmental Affairs,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Congressional and Intergovernmental Relations,38921,38918,60,Jennifer L. Szubrowski,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,40,"Washington, DC",5296
Assistant Secretary for Fair Housing and Equal Opportunity,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Fair Housing and Equal Opportunity,38906,38918,70,Gustavo F. Velasquez,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5,"Washington, DC",5297
Deputy Assistant Secretary for Enforcement and Programs,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Fair Housing and Equal Opportunity,38906,38918,70,Vacant,,,Senior Executive Service(ES),,10,"Washington, DC",5298
"Deputy Assistant Secretary, Office of Policy, Legislative Initiatives and Outreach",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Fair Housing and Equal Opportunity,38906,38918,70,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,15,"Washington, DC",5299
Member,12/3/2018,Executive,ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD (UNITED STATES ACCESS BOARD),ARCHITECTURAL AND TRANSPORTATION BARRIERS COMPLIANCE BOARD (UNITED STATES ACCESS BOARD),37761,-1,3,Mathew Ronie McCollough,4 Years,Presidential Appointment (without Senate Confirmation)(PA),Administratively Determined Rates(AD),,6,"Washington, DC",53
Commissioner,,Executive,FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE CHAIRMAN,39310,39301,10,Michael O'Rielly,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,15,"Washington, DC",530
General Deputy Assistant Secretary for Fair Housing and Equal Opportunity,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Fair Housing and Equal Opportunity,38906,38918,70,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,20,"Washington, DC",5300
Deputy Assistant Secretary for Operations and Management,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Fair Housing and Equal Opportunity,38906,38918,70,Vacant,,,Senior Executive Service(ES),,25,"Washington, DC",5301
Special Policy Advisor,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Fair Housing and Equal Opportunity,38906,38918,70,Yvonne F. Hsu,,Schedule C Excepted Appointment(SC),General Schedule(GS),14,30,"Washington, DC",5302
"President, Government National Mortgage Association",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Government National Mortgage Association,38922,38918,80,Theodore W. Tozer,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5,"Washington, DC",5303
Executive Vice President,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Government National Mortgage Association,38922,38918,80,Vacant,,,Senior Executive Service(ES),,10,"Washington, DC",5304
"Senior Advisor to the President, Government National Mortgage Association",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Government National Mortgage Association,38922,38918,80,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,15,"Washington, DC",5305
"Director, Healthy Homes and Lead Hazard Control",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Healthy Homes Initiatives and Lead Hazard Control,38920,38918,90,Vacant,,,Senior Executive Service(ES),,5,"Washington, DC",5306
"Assistant Secretary for Housing, Federal Housing Commissioner",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Vacant,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5,"Washington, DC",5307
"Director, Office of Field Support and Operations",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Vacant,,,Senior Executive Service(ES),,10,"Washington, DC",5308
Principal Deputy Assistant Secretary for Housing,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Edward L. Golding,,Noncareer Appointment(NA),Senior Executive Service(ES),,15,"Washington, DC",5309
Commissioner,,Executive,FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE CHAIRMAN,39310,39301,10,Jessica Rosenworcel,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,20,"Washington, DC",531
"Director, Office of Multifamily Production",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Vacant,,,Senior Executive Service(ES),,20,"Washington, DC",5310
Associate Deputy Assistant Secretary for Risk Management and Regulatory Affairs,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Vacant,,,Senior Executive Service(ES),,25,"Washington, DC",5311
